date,sector,sector_rank,sector_avg_momentum,code,name,signal_price,momentum,is_uptrend,ma20,ma60,volume_ratio,foreign_5d_net_buy_mil,passed_all_filters,selected,bb_pct,atr,avg_tr_pbmn_mil
2026-05-27,국내 상장 중국기업,1,144.18,900260,로스웰,1668,3.28,False,1604.0,1641.0,2.59,,False,False,1.052,42.0,50.8
2026-05-27,국내 상장 중국기업,1,144.18,900270,헝셩그룹,931,-15.67,False,1012.0,1132.0,0.49,,False,False,0.17,39.0,166.3
2026-05-27,국내 상장 중국기업,1,144.18,900290,GRT,3465,-21.69,False,3614.0,4995.0,1.26,,False,False,0.392,210.0,2654.7
2026-05-27,반도체 대표주(생산),2,56.38,000660,SK하이닉스,2259000,84.86,True,1728050.0,1239900.0,0.92,,False,False,0.97,147857.0,9158981.8
2026-05-27,반도체 대표주(생산),2,56.38,005930,삼성전자,320000,45.79,True,269500.0,220783.0,0.75,,False,False,0.931,19429.0,8341642.8
2026-05-27,반도체 대표주(생산),2,56.38,000990,DB하이텍,210500,38.49,True,172090.0,120263.0,1.65,,False,False,1.023,21143.0,130514.3
2026-05-27,IT 대표주,3,53.2,066570,LG전자,237500,86.27,True,183840.0,139573.0,0.77,,False,False,0.831,25236.0,679064.1
2026-05-27,IT 대표주,3,53.2,000660,SK하이닉스,2259000,84.86,True,1728050.0,1239900.0,0.92,,False,False,0.97,147857.0,9158981.8
2026-05-27,IT 대표주,3,53.2,005930,삼성전자,319500,45.56,True,269475.0,220775.0,0.75,,False,False,0.928,19429.0,8341642.8
2026-05-27,IT 대표주,3,53.2,018260,삼성에스디에스,222000,30.74,True,179585.0,168512.0,1.14,,False,False,1.264,14464.0,95330.4
2026-05-27,IT 대표주,3,53.2,034220,LG디스플레이,15140,18.56,True,13412.0,12616.0,1.44,,False,False,0.864,1359.0,171090.2
2026-05-27,소캠(SOCAMM),4,47.64,000660,SK하이닉스,2259000,84.86,True,1728050.0,1239900.0,0.92,,False,False,0.97,147857.0,9158981.8
2026-05-27,소캠(SOCAMM),4,47.64,353200,대덕전자,171600,48.96,True,132665.0,97473.0,1.69,,False,False,1.039,16307.0,125233.7
2026-05-27,소캠(SOCAMM),4,47.64,005930,삼성전자,319500,45.56,True,269475.0,220775.0,0.75,,False,False,0.928,19429.0,8341642.8
2026-05-27,소캠(SOCAMM),4,47.64,222800,심텍,129250,45.39,True,106252.0,76156.0,1.53,,False,False,0.87,13029.0,91068.7
2026-05-27,소캠(SOCAMM),4,47.64,033160,엠케이전자,32500,13.44,True,29360.0,21454.0,0.67,,False,False,0.796,3800.0,32002.4
2026-05-27,냉각시스템(액침냉각 등),5,42.58,066570,LG전자,237500,86.27,True,183840.0,139573.0,0.77,,False,False,0.831,25236.0,679064.1
2026-05-27,냉각시스템(액침냉각 등),5,42.58,067170,오텍,4295,76.39,True,3403.0,2460.0,1.51,,False,False,0.851,587.0,8496.6
2026-05-27,냉각시스템(액침냉각 등),5,42.58,036200,유니셈,13890,17.51,True,11874.0,10607.0,1.05,,False,False,1.042,1051.0,7016.1
2026-05-27,냉각시스템(액침냉각 등),5,42.58,096770,SK이노베이션,119800,-9.86,False,130390.0,123248.0,0.51,,False,False,0.244,7350.0,117552.3
2026-05-28,IT 대표주,1,51.24,066570,LG전자,234500,80.38,True,188940.0,141012.0,0.75,,False,False,0.786,25543.0,706501.4
2026-05-28,IT 대표주,1,51.24,000660,SK하이닉스,2195000,69.89,True,1772400.0,1258533.0,1.36,0,True,True,0.878,152286.0,9826520.0
2026-05-28,IT 대표주,1,51.24,018260,삼성에스디에스,246500,45.17,True,185395.0,170028.0,4.81,,False,False,1.101,18079.0,127777.0
2026-05-28,IT 대표주,1,51.24,005930,삼성전자,302000,34.52,True,272725.0,221992.0,1.06,0,True,True,0.77,18786.0,8662457.1
2026-05-28,IT 대표주,1,51.24,034220,LG디스플레이,15970,26.25,True,13528.0,12627.0,0.98,,False,False,0.986,1507.0,174421.3
2026-05-28,자동차 대표주,2,32.38,012330,현대모비스,718000,66.01,True,558575.0,461125.0,1.71,0,True,True,0.899,75821.0,512367.9
2026-05-28,자동차 대표주,2,32.38,005380,현대차,698000,33.21,True,628900.0,549192.0,0.81,,False,False,0.778,56143.0,1479231.4
2026-05-28,자동차 대표주,2,32.38,018880,한온시스템,5090,19.48,True,4910.0,4310.0,2.0,0,True,False,0.617,510.0,233180.5
2026-05-28,자동차 대표주,2,32.38,000270,기아,169100,10.81,True,163195.0,159938.0,0.73,,False,False,0.671,12007.0,292601.6
2026-05-28,전력저장장치(ESS),3,31.33,001820,삼화콘덴서,130300,107.15,True,78520.0,63836.0,3.74,,False,False,1.045,13464.0,76417.4
2026-05-28,전력저장장치(ESS),3,31.33,066570,LG전자,234500,80.38,True,188940.0,141012.0,0.75,,False,False,0.786,25543.0,706501.4
2026-05-28,전력저장장치(ESS),3,31.33,222080,씨아이에스,12630,-26.27,False,14899.0,13718.0,0.32,,False,False,0.223,1044.0,87881.1
2026-05-28,전력저장장치(ESS),3,31.33,011930,신성이엔지,25600,-35.92,False,35428.0,32356.0,1.65,,False,False,0.082,2921.0,24212.6
2026-05-28,전기차,4,31.24,001820,삼화콘덴서,130200,107.0,True,78515.0,63834.0,3.74,,False,False,1.045,13521.0,76417.4
2026-05-28,전기차,4,31.24,011230,삼화전자,3370,32.68,False,2497.0,2534.0,15.33,,False,False,0.978,298.0,4315.6
2026-05-28,전기차,4,31.24,018880,한온시스템,5110,19.95,True,4911.0,4310.0,2.0,0,True,False,0.629,510.0,233180.5
2026-05-28,전기차,4,31.24,417010,나노팀,13010,6.81,True,11111.0,10740.0,9.95,,False,False,1.012,1394.0,11013.0
2026-05-28,전기차,4,31.24,003720,삼영,10320,-10.26,False,11754.0,9160.0,2.22,,False,False,0.193,1358.0,22532.2
2026-05-28,피지컬 AI/휴머노이드 로봇,5,29.85,307180,아이엘,8230,34.48,True,7761.0,6133.0,0.63,,False,False,0.627,1106.0,19678.4
2026-05-28,피지컬 AI/휴머노이드 로봇,5,29.85,005930,삼성전자,301500,34.3,True,272700.0,221983.0,1.06,0,True,True,0.766,18786.0,8662457.1
2026-05-28,피지컬 AI/휴머노이드 로봇,5,29.85,005380,현대차,701000,33.78,True,629050.0,549242.0,0.81,,False,False,0.788,56143.0,1479231.4
2026-05-28,피지컬 AI/휴머노이드 로봇,5,29.85,086960,MDS테크,3260,16.85,True,3163.0,2963.0,0.51,,False,False,0.58,491.0,20228.6
2026-05-29,소캠(SOCAMM),1,55.08,353200,대덕전자,184900,69.17,True,138840.0,101145.0,1.17,,False,False,1.079,17957.0,127087.0
2026-05-29,소캠(SOCAMM),1,55.08,005930,삼성전자,313000,40.99,True,277150.0,223915.0,0.93,,False,False,0.85,20179.0,8857274.4
2026-05-29,SI(시스템통합),2,51.99,018260,삼성에스디에스,292500,69.57,True,191495.0,171977.0,2.01,,False,False,1.224,20979.0,143636.7
2026-05-29,SI(시스템통합),2,51.99,242040,나무기술,8720,67.05,False,5204.0,5492.0,4.84,,False,False,1.248,709.0,22151.5
2026-05-29,SI(시스템통합),2,51.99,064400,LG씨엔에스,110000,62.96,True,77940.0,68262.0,1.12,,False,False,1.202,10257.0,204157.4
2026-05-29,SI(시스템통합),2,51.99,012030,DB,2260,8.39,True,2116.0,1893.0,0.85,,False,False,0.739,215.0,7233.4
2026-05-29,IT 대표주,3,38.01,066570,LG전자,267500,91.07,True,194865.0,143193.0,0.79,,False,False,0.939,28750.0,736489.4
2026-05-29,IT 대표주,3,38.01,005930,삼성전자,312500,40.77,True,277125.0,223907.0,0.93,,False,False,0.846,20179.0,8857274.4
2026-05-29,IT 대표주,3,38.01,034220,LG디스플레이,15610,22.43,True,13593.0,12647.0,2.02,0,True,False,0.912,1610.0,191084.0
2026-05-29,IT 대표주,3,38.01,006400,삼성SDI,665000,-2.21,True,651250.0,523908.0,1.9,0,True,False,0.584,47000.0,547511.5
2026-05-29,클라우드 컴퓨팅,4,35.15,242040,나무기술,8700,66.67,False,5204.0,5491.0,4.84,,False,False,1.246,709.0,22151.5
2026-05-29,클라우드 컴퓨팅,4,35.15,064400,LG씨엔에스,110200,63.26,True,77950.0,68265.0,1.12,,False,False,1.205,10329.0,204157.4
2026-05-29,클라우드 컴퓨팅,4,35.15,012030,DB,2260,8.39,True,2116.0,1893.0,0.85,,False,False,0.739,215.0,7233.4
2026-05-29,클라우드 컴퓨팅,4,35.15,035420,NAVER,224500,2.28,False,206220.0,210282.0,1.95,,False,False,1.071,10732.0,209789.1
2026-05-29,피지컬 AI/휴머노이드 로봇,5,29.99,012330,현대모비스,732000,63.76,True,571225.0,464983.0,1.76,0,True,True,0.897,74429.0,562851.1
2026-05-29,피지컬 AI/휴머노이드 로봇,5,29.99,005930,삼성전자,313000,40.99,True,277150.0,223915.0,0.93,,False,False,0.85,20179.0,8857274.4
2026-05-29,피지컬 AI/휴머노이드 로봇,5,29.99,005380,현대차,722000,30.09,True,636200.0,550958.0,0.92,,False,False,0.845,56214.0,1529609.8
2026-05-29,피지컬 AI/휴머노이드 로봇,5,29.99,117730,티로보틱스,19070,-14.87,False,20028.0,19555.0,5.05,,False,False,0.344,1899.0,6893.9
2026-06-01,무선충전기술,1,109.19,011070,LG이노텍,1681000,183.95,True,854500.0,517875.0,3.11,,False,False,1.209,146286.0,413712.5
2026-06-01,무선충전기술,1,109.19,066570,LG전자,371000,173.2,True,207900.0,147985.0,2.24,,False,False,1.22,36314.0,839456.0
2026-06-01,무선충전기술,1,109.19,005930,삼성전자,327000,44.69,True,282400.0,226562.0,1.12,0,True,False,0.942,19571.0,9236531.9
2026-06-01,무선충전기술,1,109.19,004710,한솔테크닉스,11440,34.91,False,12654.0,8116.0,0.8,,False,False,0.378,1656.0,32338.3
2026-06-01,IT 대표주,2,90.52,066570,LG전자,375500,176.51,True,208125.0,148060.0,2.24,,False,False,1.23,36314.0,839456.0
2026-06-01,IT 대표주,2,90.52,018260,삼성에스디에스,357000,109.75,True,201160.0,175432.0,4.37,,False,False,1.263,27686.0,198232.3
2026-06-01,IT 대표주,2,90.52,000660,SK하이닉스,2311000,78.73,True,1879650.0,1307700.0,1.44,0,True,True,0.884,141571.0,11023650.3
2026-06-01,IT 대표주,2,90.52,005930,삼성전자,328000,45.13,True,282450.0,226578.0,1.12,0,True,False,0.95,19571.0,9236531.9
2026-06-01,IT 대표주,2,90.52,034220,LG디스플레이,17710,42.48,True,13881.0,12767.0,3.76,,False,False,1.125,1770.0,235093.6
2026-06-01,클라우드 컴퓨팅,3,83.36,064400,LG씨엔에스,140000,109.9,True,81795.0,69693.0,2.94,,False,False,1.308,12629.0,248293.4
2026-06-01,클라우드 컴퓨팅,3,83.36,018260,삼성에스디에스,355500,108.87,True,201085.0,175407.0,4.37,,False,False,1.26,27686.0,198232.3
2026-06-01,클라우드 컴퓨팅,3,83.36,242040,나무기술,10370,100.58,False,5468.0,5610.0,3.69,,False,False,1.241,832.0,28912.5
2026-06-01,클라우드 컴퓨팅,3,83.36,035420,NAVER,251000,14.09,False,208245.0,211157.0,5.59,,False,False,1.3,13518.0,289874.1
2026-06-01,밸류업(24년 기업가치 제고계획 발표),4,70.82,066570,LG전자,369000,171.72,True,207800.0,147952.0,2.24,,False,False,1.215,36314.0,839456.0
2026-06-01,밸류업(24년 기업가치 제고계획 발표),4,70.82,000660,SK하이닉스,2306000,78.34,True,1879400.0,1307617.0,1.44,0,True,True,0.881,141571.0,11023650.3
2026-06-01,밸류업(24년 기업가치 제고계획 발표),4,70.82,003550,LG,174200,77.21,True,116395.0,99800.0,6.01,,False,False,1.325,16257.0,126415.2
2026-06-01,밸류업(24년 기업가치 제고계획 발표),4,70.82,034220,LG디스플레이,17300,39.18,True,13860.0,12760.0,3.76,,False,False,1.081,1770.0,235093.6
2026-06-01,밸류업(24년 기업가치 제고계획 발표),4,70.82,175330,JB금융지주,23750,-12.36,False,25410.0,28403.0,9.32,,False,False,0.091,1082.0,24882.7
2026-06-01,피지컬 AI/휴머노이드 로봇,5,67.76,066570,LG전자,375500,176.51,True,208125.0,148060.0,2.24,,False,False,1.23,36314.0,839456.0
2026-06-01,피지컬 AI/휴머노이드 로봇,5,67.76,005930,삼성전자,328500,45.35,True,282475.0,226587.0,1.12,,False,False,0.953,19571.0,9236531.9
2026-06-01,피지컬 AI/휴머노이드 로봇,5,67.76,005380,현대차,770000,38.49,True,646950.0,555458.0,1.28,,False,False,0.967,58143.0,1569201.0
2026-06-01,피지컬 AI/휴머노이드 로봇,5,67.76,000270,기아,173700,10.71,True,164475.0,159923.0,1.4,0,True,True,0.768,11450.0,302660.3
2026-06-02,IT 대표주,1,86.94,066570,LG전자,386000,173.95,True,220630.0,152653.0,1.21,,False,False,1.107,39800.0,925972.8
2026-06-02,IT 대표주,1,86.94,000660,SK하이닉스,2324000,80.72,True,1934150.0,1331617.0,0.93,,False,False,0.869,144357.0,11488306.0
2026-06-02,IT 대표주,1,86.94,018260,삼성에스디에스,300000,80.51,True,208100.0,177733.0,2.88,0,True,True,0.913,32864.0,250197.3
2026-06-02,IT 대표주,1,86.94,005930,삼성전자,363000,64.63,True,290625.0,229785.0,1.31,,False,False,1.126,21607.0,9777273.6
2026-06-02,IT 대표주,1,86.94,034220,LG디스플레이,16540,34.91,True,14000.0,12817.0,2.92,0,True,True,0.95,1880.0,276516.6
2026-06-02,반도체 대표주(생산),2,51.49,000660,SK하이닉스,2323000,80.64,True,1934100.0,1331600.0,0.93,,False,False,0.868,144357.0,11488306.0
2026-06-02,반도체 대표주(생산),2,51.49,005930,삼성전자,362000,64.17,True,290575.0,229768.0,1.31,,False,False,1.121,21607.0,9777273.6
2026-06-02,반도체 대표주(생산),2,51.49,000990,DB하이텍,173800,9.65,False,177175.0,126397.0,0.95,,False,False,0.448,19821.0,142558.0
2026-06-02,국내 상장 중국기업,3,46.74,032580,피델릭스,5340,289.21,True,4431.0,2220.0,0.5,,False,False,0.6,1339.0,27292.9
2026-06-02,국내 상장 중국기업,3,46.74,900260,로스웰,1657,2.28,False,1611.0,1639.0,0.66,,False,False,0.841,44.0,67.5
2026-06-02,국내 상장 중국기업,3,46.74,900290,GRT,3590,-7.47,False,3509.0,4859.0,3.58,,False,False,0.588,298.0,2283.3
2026-06-02,국내 상장 중국기업,3,46.74,900340,윙입푸드,2180,-22.94,False,2930.0,2703.0,0.0,,False,False,-0.562,56.0,30.8
2026-06-02,국내 상장 중국기업,3,46.74,900270,헝셩그룹,793,-27.38,False,947.0,1092.0,2.84,,False,False,0.139,65.0,131.2
2026-06-02,공기청정기,4,40.84,066570,LG전자,372750,164.55,True,219968.0,152432.0,1.21,,False,False,1.075,39800.0,925972.8
2026-06-02,공기청정기,4,40.84,005930,삼성전자,362000,64.17,True,290575.0,229768.0,1.31,,False,False,1.121,21607.0,9777273.6
2026-06-02,공기청정기,4,40.84,043260,성호전자,41400,1.22,False,41112.0,44027.0,2.54,,False,False,0.52,5657.0,99282.1
2026-06-02,공기청정기,4,40.84,058610,에스피지,119700,-6.19,False,125095.0,120132.0,1.82,,False,False,0.354,13650.0,72594.0
2026-06-02,공기청정기,4,40.84,002700,신일전자,1186,-19.54,False,1348.0,1386.0,1.35,,False,False,-0.004,55.0,1005.9
2026-06-02,제습기,5,33.19,066570,LG전자,375500,166.5,True,220105.0,152478.0,1.21,,False,False,1.082,39800.0,925972.8
2026-06-02,제습기,5,33.19,005930,삼성전자,362000,64.17,True,290575.0,229768.0,1.31,,False,False,1.121,21607.0,9777273.6
2026-06-02,제습기,5,33.19,058610,에스피지,119800,-6.11,False,125100.0,120133.0,1.82,,False,False,0.356,13650.0,72594.0
2026-06-02,제습기,5,33.19,002700,신일전자,1186,-19.54,False,1348.0,1386.0,1.35,,False,False,-0.004,55.0,1005.9
2026-06-02,제습기,5,33.19,037070,파세코,5960,-39.06,False,7896.0,8433.0,1.35,,False,False,0.099,565.0,1431.0
2026-06-03,공기청정기,1,55.34,066570,LG전자,392500,178.57,True,220955.0,152762.0,1.21,,False,False,1.122,41300.0,925972.8
2026-06-03,공기청정기,1,55.34,005930,삼성전자,360500,63.49,True,290500.0,229743.0,1.31,,False,False,1.113,21607.0,9777273.6
2026-06-03,공기청정기,1,55.34,058610,에스피지,123700,-3.06,False,125295.0,120198.0,1.82,,False,False,0.456,13650.0,72594.0
2026-06-03,공기청정기,1,55.34,002700,신일전자,1214,-17.64,False,1350.0,1387.0,1.35,,False,False,0.064,56.0,1005.9
2026-06-03,제습기,2,30.39,066570,LG전자,392500,178.57,True,220955.0,152762.0,1.21,,False,False,1.122,41300.0,925972.8
2026-06-03,제습기,2,30.39,058610,에스피지,123700,-3.06,False,125295.0,120198.0,1.82,,False,False,0.456,13650.0,72594.0
2026-06-03,제습기,2,30.39,002700,신일전자,1214,-17.64,False,1350.0,1387.0,1.35,,False,False,0.064,56.0,1005.9
2026-06-03,제습기,2,30.39,037070,파세코,6230,-36.3,False,7909.0,8438.0,1.35,,False,False,0.146,575.0,1431.0
2026-06-03,생명보험,3,19.21,032830,삼성생명,480000,92.38,True,334925.0,266275.0,1.14,,False,False,1.233,31571.0,185506.6
2026-06-03,생명보험,3,19.21,085620,미래에셋생명,17200,7.97,False,15208.0,16156.0,0.98,,False,False,1.134,1202.0,2228.9
2026-06-03,생명보험,3,19.21,003690,코리안리,13100,6.07,True,13036.0,12759.0,0.95,,False,False,0.516,811.0,8548.1
2026-06-03,생명보험,3,19.21,088350,한화생명,4855,-0.61,False,5162.0,4928.0,0.36,,False,False,0.269,459.0,63436.0
2026-06-03,생명보험,3,19.21,082640,동양생명,7500,-9.75,False,7739.0,8298.0,1.09,,False,False,0.29,364.0,1913.3
2026-06-03,모바일게임(스마트폰),4,16.62,035420,NAVER,280500,32.94,True,212745.0,212507.0,7.09,,False,False,1.225,19304.0,482138.4
2026-06-03,모바일게임(스마트폰),4,16.62,181710,NHN,53300,30.0,True,41155.0,39702.0,4.89,,False,False,0.998,4811.0,8999.0
2026-06-03,모바일게임(스마트폰),4,16.62,047080,한빛소프트,1640,23.96,True,1382.0,1310.0,1.32,,False,False,1.2,156.0,1034.9
2026-06-03,모바일게임(스마트폰),4,16.62,208640,썸에이지,156,-20.41,False,173.0,187.0,0.48,,False,False,0.074,18.0,822.7
2026-06-04,온디바이스 AI,1,55.61,009150,삼성전기,1771000,92.92,True,1302700.0,805158.0,1.35,0,True,True,0.779,187000.0,1980215.9
2026-06-04,온디바이스 AI,1,55.61,080220,제주반도체,107900,90.3,True,87755.0,58516.0,0.44,,False,False,0.713,16214.0,405295.0
2026-06-04,온디바이스 AI,1,55.61,000660,SK하이닉스,2298000,58.81,True,1978500.0,1355117.0,0.95,,False,False,0.816,136429.0,11949903.5
2026-06-04,온디바이스 AI,1,55.61,005930,삼성전자,353000,51.83,True,296525.0,232490.0,1.26,,False,False,0.997,20821.0,10325302.3
2026-06-04,온디바이스 AI,1,55.61,403870,HPSP,45800,-15.81,False,52025.0,48298.0,1.04,,False,False,0.119,5200.0,147327.0
2026-06-04,5G(5세대 이동통신),2,46.49,066570,LG전자,334000,133.24,True,230495.0,156362.0,2.3,0,True,False,0.865,44686.0,1086686.4
2026-06-04,5G(5세대 이동통신),2,46.49,005930,삼성전자,353000,51.83,True,296525.0,232490.0,1.26,,False,False,0.997,20821.0,10325302.3
2026-06-04,5G(5세대 이동통신),2,46.49,242040,나무기술,7200,44.0,False,5487.0,5633.0,2.08,,False,False,0.818,1230.0,43980.6
2026-06-04,5G(5세대 이동통신),2,46.49,010170,대한광통신,21100,19.21,False,23464.0,15747.0,0.56,,False,False,0.296,3452.0,851820.8
2026-06-04,5G(5세대 이동통신),2,46.49,069540,빛과전자,4385,-15.83,False,5324.0,4213.0,1.02,,False,False,0.208,969.0,99441.5
2026-06-04,소캠(SOCAMM),3,34.84,000660,SK하이닉스,2300000,58.95,True,1978600.0,1355150.0,0.95,,False,False,0.818,136429.0,11949903.5
2026-06-04,소캠(SOCAMM),3,34.84,005930,삼성전자,353000,51.83,True,296525.0,232490.0,1.26,,False,False,0.997,20821.0,10325302.3
2026-06-04,소캠(SOCAMM),3,34.84,353200,대덕전자,159800,39.69,True,146765.0,106565.0,1.53,0,True,False,0.666,17936.0,166105.8
2026-06-04,소캠(SOCAMM),3,34.84,222800,심텍,113300,28.46,True,111650.0,80981.0,1.27,0,True,False,0.538,13693.0,107592.8
2026-06-04,소캠(SOCAMM),3,34.84,033160,엠케이전자,26200,-4.73,False,28308.0,22715.0,1.16,,False,False,0.35,4890.0,34492.0
2026-06-04,반도체 재료/부품,4,24.98,031330,에스에이엠티,18500,150.34,True,13680.0,8468.0,0.63,,False,False,0.819,2862.0,39424.6
2026-06-04,반도체 재료/부품,4,24.98,052900,KX하이텍,1808,45.92,True,1670.0,1341.0,0.4,,False,False,0.636,257.0,14270.7
2026-06-04,반도체 재료/부품,4,24.98,425040,티이엠씨,20050,1.73,False,22826.0,15933.0,0.85,,False,False,0.25,3361.0,65155.6
2026-06-04,반도체 재료/부품,4,24.98,036090,위지트,1509,-26.39,False,1841.0,1896.0,4.61,,False,False,0.166,128.0,911.4
2026-06-04,반도체 재료/부품,4,24.98,092220,KEC,4900,-46.68,False,7354.0,7664.0,1.23,,False,False,0.185,780.0,8739.7
2026-06-04,반도체 기판(FC-BGA/PCB/MLB 등),5,24.36,009150,삼성전기,1770000,92.81,True,1302650.0,805142.0,1.35,0,True,True,0.778,187000.0,1980215.9
2026-06-04,반도체 기판(FC-BGA/PCB/MLB 등),5,24.36,353200,대덕전자,159700,39.6,True,146760.0,106563.0,1.53,0,True,False,0.665,17936.0,166105.8
2026-06-04,반도체 기판(FC-BGA/PCB/MLB 등),5,24.36,222800,심텍,113500,28.68,True,111660.0,80984.0,1.27,0,True,False,0.542,13693.0,107592.8
2026-06-04,반도체 기판(FC-BGA/PCB/MLB 등),5,24.36,007660,이수페타시스,136800,-8.19,True,133565.0,126168.0,1.06,0,True,False,0.601,11993.0,183048.7
2026-06-04,반도체 기판(FC-BGA/PCB/MLB 등),5,24.36,077360,덕산하이메탈,13500,-31.09,False,16556.0,14525.0,0.78,,False,False,0.169,2036.0,28342.9
2026-06-05,백화점,1,21.14,004170,신세계,688000,67.8,True,522175.0,408250.0,1.58,,False,False,1.122,51214.0,53228.1
2026-06-05,백화점,1,21.14,069960,현대백화점,147400,36.86,True,115550.0,97835.0,3.09,,False,False,1.22,11650.0,20900.8
2026-06-05,백화점,1,21.14,023530,롯데쇼핑,173600,31.71,True,156635.0,127178.0,1.94,0,True,True,0.882,13186.0,27527.0
